tt0082677,Troppo belle per vivere,Looker,1981,1981-10-30,"Drama, Sci-Fi, Thriller",93,USA,English,Michael Crichton,Michael Crichton,The Ladd Company,"Albert Finney, James Coburn, Susan Dey, Leigh Taylor-Young, Dorian Harewood, Tim Rossovich, Darryl Hickman, Kathryn Witt, Terri Welles, Michael Hawkins, Ashley Cox, Donna Kei Benz, Catherine Parks, Terry Kiser, Georgann Johnson","Three of four models, who had plastic surgery done by Larry after a computed list, are dead. Neither the cops nor Larry believe they're suicides. Larry investigates and stays with the fourth model. Who's behind the lists and murders?",6.1,4634,$ 8000000,,,20.0,51.0,52.0
tt0082678,Looks and Smiles,Looks and Smiles,1981,1983-01-20,Drama,104,UK,English,Ken Loach,Barry Hines,Black Lion Films,"Graham Green, Carolyn Nicholson, Tony Pitts, Roy Haywood, Phil Askham, Pam Darrell, Tracey Goodlad, Patti Nicholls, Cilla Mason, Les Hickin, Arthur Davies, Deirdre Costello, Jackie Shinn, Christine Francis, Rita May","Thatcherism and the Irish troubles provide the backdrop for this study of Mick, a well-meaning youth in Sheffield, who has, unlike Dickens' Pip, no expectations. Mick lives with his parents...",6.9,371,,,,,4.0,4.0
tt0082681,Lov u mutnom,Lov u mutnom,1981,1983-06-10,"Comedy, Drama",96,Yugoslavia,Serbo-Croatian,Vlastimir Radovanovic,Vlastimir Radovanovic,,"Velimir 'Bata' Zivojinovic, Mira Banjac, Dragomir Felba, Nada Vojinovic, Tihomir Arsic, Neda Arneric, Dragan Nikolic, Petar Kralj, Dusan Janicijevic, Bogoljub Petrovic, Nikola Milic, Rastislav Jovic, Jovan Janicijevic-Burdus, Boro Stjepanovic, Ljiljana Gazdic","Residents of a shanty town are facing with its destruction. With the help of the local trickster, Paja ""the Bighead"" moves with his family to an empty flat in New Belgrade blocks. ...",7.0,200,,,,,1.0,
tt0082685,Lovely But Deadly,Lovely But Deadly,1981,1981,"Action, Drama",95,USA,English,David Sheldon,"Patricia Joyce, David Sheldon",Elmtree Productions,"Lucinda Dooling, John Randolph, Mel Novak, Marie Windsor, Mark Holden, Susan Mechsner, Michael O'Leary, Rick Moser, Mary Beth McDonough, Richard Herd, Pamela Jean Bryant, Irwin Keyes, Judd Omen, Wendell Wright, Marvin Katzoff",A cheerleader goes undercover to fight drug dealers because her brother OD'd and her fellow cheerleaders are hooked.,4.9,206,,,,,12.0,7.0
tt0082689,Løperjenten,Løperjenten,1981,1981-09-25,Drama,110,Norway,Norwegian,Vibeke Løkkeberg,Vibeke Løkkeberg,Norsk Film,"Nina Knapskog, Kenneth Johansen, Helge Jordal, Vibeke Løkkeberg, Cato Alvær, Charles Alvær, Borge Berggreen, Torunn Berggreen, Johnny Bergh, Philip J. Borgli, Karin Zetlitz Haerem, Klaus Hagerup, Per Jansen, Kjell Pettersen, Sten Sandvik","A young girl growing up in Bergen, Norway just after the 2nd world war, is trying to deal with the father's adultery and mother's deep depression, as she befriends a boy. This endangers her.",6.6,132,,,,,2.0,1.0
tt0082690,Ma femme s'appelle reviens,Ma femme s'appelle reviens,1982,1982-01-27,Comedy,85,France,French,Patrice Leconte,"Michel Blanc, Michel Blanc",Fildebroc,"Michel Blanc, Anémone, Xavier Saint-Macary, Catherine Gandois, Pascale Rocard, Christophe Malavoy, Michel Rivard, Sylvia Zerbib, Charlotte de Turckheim, Jean-Michel Ribes, Guy Laporte, Patrick Bruel, Jean-Paul Lilienfeld, Pierre Baton, Gilles Dyan",,5.4,388,,,,,,2.0
tt0082694,Interceptor - Il guerriero della strada,Mad Max 2,1981,1982-08-18,"Action, Adventure, Sci-Fi",96,"Australia, USA",English,George Miller,"Terry Hayes, George Miller",Kennedy Miller Productions,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps, Vernon Wells, Kjell Nilsson, Emil Minty, Virginia Hey, William Zappa, Arkie Whiteley, Steve J. Spears, Syd Heylen, Moira Claux, David Downer, David Slingsby","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",7.6,163536,$ 3000000,$ 23667907,$ 23667907,77.0,355.0,204.0
tt0082696,Madman,Madman,1981,1983-02-18,"Horror, Thriller",88,USA,English,Joe Giannone,"Joe Giannone, Joe Giannone",The Legend Lives Company,"Gaylen Ross, Tony Fish, Harriet Bass, Seth Jones, Jan Claire, Alex Murphy, Tom Candela, Frederick Neumann, Michael Sullivan, Paul Ehlers, Tom Veilleux, Stephen Clark, Vicki Kenneally, Shelley Mathes, Lori Mathes",A legendary psychopathic murderer stalks a summer camp.,5.3,4935,,,,,129.0,127.0
tt0082699,Makai tenshô,Makai tenshô,1981,1981-06-06,"Action, Fantasy, Horror",122,Japan,Japanese,Kinji Fukasaku,"Kinji Fukasaku, Tatsuo Nogami",Kadokawa Haruki Jimusho,"Shin'ichi Chiba, Kenji Sawada, Akiko Kana, Ken Ogata, Hiroyuki Sanada, Yûko Asuka, Seizô Fukumoto, Jun Hamamura, Hiroshi Inuzuka, Masataka Iwao, Ai Kanzaki, Naoko Kubo, Noboru Matsuhashi, Noboru Mitani, Hideo Murota",The villain is called Amakusa Shiro Tokaisada. He is actually based on a real christian samurai. The movie was one of the inspirations for the game called 'Samurai Shodown' (actual spelling),6.6,779,,,,,14.0,12.0
tt0082700,Cannibal ferox,Cannibal ferox,1981,1981-04-24,"Adventure, Horror",93,Italy,"Italian, English, Spanish",Umberto Lenzi,"Umberto Lenzi, Umberto Lenzi",Dania Film,"Giovanni Lombardo Radice, Lorraine De Selle, Danilo Mattei, Zora Kerova, Walter Lucchini, Fiamma Maglione, Robert Kerman, John Bartha, Venantino Venantini, Miguel Ángel Rincón","Three friends set out to disprove cannibalism on a trip to the Amazonian jungle, where they meet two men trying to escape a vicious cannibal tribe.",5.2,8873,,,,,151.0,109.0
tt0082701,Malevil,Malevil,1981,1981-05-13,"Drama, Sci-Fi",120,"France, West Germany",French,Christian de Chalonge,"Pierre Dumayet, Christian de Chalonge",Anthea Film,"Michel Serrault, Jacques Dutronc, Jacques Villeret, Robert Dhéry, Hanns Zischler, Jean-Louis Trintignant, Pénélope Palmer, Emilie Lihou, Jacqueline Parent, Guy Saint-Jean, Marianik Revillon, Béatrice Houplain, Reine Bartève, Eduard Linkers, Marianne Wischmann",A group of ordinary French survived a nuclear war and found themselves in the face of what was left of civilization.,6.7,683,,,,,3.0,16.0
tt0082704,Mandala,Mandala,1981,1981-09-12,Drama,117,South Korea,Korean,Kwon-taek Im,"Song-dong Kim, Sang-hyon Lee",Hwa Chun Trading Company,"Sung-Ki Ahn, Mu-song Jeon, Jong-su Kim, Michelle Okkyung Lee",A story that follows the lives and interactions of two Buddhist monks living in South Korea.,7.4,271,,,,,3.0,5.0
tt0082706,Mang quan gui shou,Mang quan gui shou,1979,1979-07-13,"Action, Adventure, Comedy",92,Hong Kong,"Cantonese, Mandarin",Bong Luk,"Shih Wu, Wei Yang",Kam Bo Motion Picture Company,"Bruce Li, Siu-Tin Yuen, Meg Lam, Lau Chan, Mei Lien Chang, Liang Chen, Chok Chow Cheung, Cheng Chiang, Kuang Chiang, Tao Chiang, Shang He, Pak-Kwong Ho, Kuo-Liang Huang, Ying-Ying Hui, Queenie Kong",A well-to-do villager decides learning kung fu is the best way to protect himself and his family from the local gangsters. But the mentor he visits is a conman who is only after his money.,5.3,173,,,,,12.0,5.0
tt0082714,Il marchese del Grillo,Il marchese del Grillo,1981,1981-12-23,"Comedy, History",135,"Italy, France",Italian,Mario Monicelli,"Bernardino Zapponi, Leonardo Benvenuti",Opera Film Produzione,"Alberto Sordi, Paolo Stoppa, Caroline Berg, Riccardo Billi, Flavio Bucci, Camillo Milli, Cochi Ponzoni, Marc Porel, Pietro Tordi, Leopoldo Trieste, Andrea Bevilacqua, Tommaso Bianco, Angela Campanella, Alfredo Cohen, Marina Confalone",A mischievous nobleman and his poor doppelganger get into serious troubles when a practical joke endangers the Pope.,7.8,3009,,,,,5.0,3.0
tt0082726,Le maître d'école,Le maître d'école,1981,1981-10-28,"Comedy, Drama",95,France,French,Claude Berri,"Claude Berri, Jules Celma",Renn Productions,"Coluche, Josiane Balasko, Jacques Debary, Charlotte de Turckheim, Roland Giraud, André Chaumeau, Jean Champion, Georges Staquet, Claude Bertrand, Anne-Marie Jabraud, Yvette Petit, Christian Bouillette, Patrice Dozier, Madame Chapuy, Guy Gueri","After having lost his job for having saved a child accused of shop lifting, Frédéric Barbier decides to become a school teacher with some funny results.The great comedy actor Coluche is excellent as a simple school teacher.",5.8,913,,,,,5.0,3.0
tt0082728,Mera spored mera,Mera spored mera,1981,1981-05-04,Drama,288,Bulgaria,Bulgarian,Georgi Djulgerov,"Svoboda Bachvarova, Rousy Chanev",Boyana Film,"Rousy Chanev, Grigor Vachkov, Katia Ivanova, Stefan Mavrodiyev, Bogdan Glishev, Christine Bartlet, Rumena Trifonova, Tzvetana Maneva, Dimitar Buynozov, Vladimir Yochev, Margarita Karamiteva, Lyudmil Todorov, Ivan Tscherkelov, Georgi Todorov, Georgi Bakhchevanov","Early 20th c. This is an era of seething passions, aspirations for freedom and national self-identification. Uprising are incited, blood is shed. The picture features national leaders who ...",7.6,193,,,,,3.0,
tt0082729,Megáll az idö,Megáll az idö,1982,1982-09-16,Drama,103,Hungary,"Hungarian, Russian",Péter Gothár,"Géza Bereményi, Péter Gothár",Budapest Filmstúdió,"Anikó Iván, István Znamenák, Péter Gálfy, Henrik Pauer, Sándor Söth, Ágnes Kakassy, Lajos Öze, Pál Hetényi, Mária Ronyecz, Tamás Jordán, Jozef Kroner, Ádám Rajhona, Lajos Szabó, Ilona Bacsó, Péter Béres",A teenager boy has to grow up in the shifting political and moral landscape of post-1956 Hungary.,7.7,1149,,,,,5.0,10.0
tt0082731,La ragazza dai capelli rossi,Het meisje met het rode haar,1981,1981-09-17,"Crime, Drama, Thriller",110,Netherlands,"Dutch, German",Ben Verbong,"Ben Verbong, Pieter de Vos",Meteor Film Productions,"Renée Soutendijk, Peter Tuinman, Loes Luca, Johan Leysen, Robert Delhez, Ada Bouwman, Lineke Rijxman, Maria de Booy, Henk Rigters, Adrian Brine, Chris Lomme, Lou Landré, Jan Retèl, Elsje Scherjon, Hennie van den Akker","The story of Hannie Schaft, Dutch Resistance, told in flashback as they try to bring collaborators and criminals to justice in 1945.",6.8,743,,$ 39001,$ 39001,,4.0,1.0
tt0082733,Memoirs of a Survivor,Memoirs of a Survivor,1981,1981-09-01,Sci-Fi,115,UK,English,David Gladwell,"Kerry Crabbe, David Gladwell",Memorial Enterprises,"Julie Christie, Christopher Guard, Leonie Mellinger, Debbie Hutchings, Nigel Hawthorne, Pat Keen, Georgina Griffiths, Christopher Tsangarides, Mark Dignam, Alison Dowling, John Franklyn-Robbins, Rowena Cooper, Barbara Hicks, John Comer, Adrienne Byrne","Set in a bleak future where roving gangs of children terrorize city streets, and reality is often an illusion.",5.4,258,,,,,12.0,6.0
tt0082736,Mephisto,Mephisto,1981,1981-10-08,Drama,144,"West Germany, Hungary, Austria","Hungarian, German, English",István Szabó,"Péter Dobai, István Szabó",Mafilm,"Klaus Maria Brandauer, Krystyna Janda, Ildikó Bánsági, Rolf Hoppe, György Cserhalmi, Péter Andorai, Karin Boyd, Christine Harbort, Tamás Major, Ildikó Kishonti, Mária Bisztrai, Sándor Lukács, Ágnes Bánfalvy, Judit Hernádi, Vilmos Kun","In early-1930s Germany, a passionate stage actor finds himself before a dilemma: renounce his apolitical stance and comply with the Reich's doctrine, or face oblivion. But, Faustian bargains never end well. What is the price of success?",7.8,9235,,,,,26.0,31.0
tt0082741,Mi faccio la barca,Mi faccio la barca,1980,1980-12-23,Comedy,104,Italy,Italian,Sergio Corbucci,"Mario Amendola, Bruno Corbucci",Capital,"Laura Antonelli, Johnny Dorelli, Christian De Sica, Cariddi McKinnon Nardulli, Itaco Nardulli, Daniela Poggi, West Buchanan, Franco Giacobini, Daniele Formica, Vittorio Musy Glori, Sal Borgese, Ellen Sterling, Mimmo Poli, Mario Donatone, Alessandra Luna",Piero is a dentist who lives separated from his wife Roberta. To spend the traditional two weeks of vacation with their children Fiorella and Claudio they decide to buy a boat.,5.2,117,,,,,2.0,1.0
tt0082742,Mia moglie torna a scuola,Mia moglie torna a scuola,1981,1981-07-24,Comedy,82,Italy,Italian,Giuliano Carnimeo,"Gianfranco Couyoumdjian, Carlo Veo",Flora Film,"Renzo Montagnani, Carmen Russo, Cinzia de Ponti, Marisa Merlini, Enzo Robutti, Toni Ucci, Roberto Gallozzi, Adriana Giuffrè, Enzo Andronico, Jimmy il Fenomeno, Fabio Grossi, Angelo Fani, Tom Felleghy, Nicoletta Piersanti","Aristide Buratti is a wealthy grocer married to attractive Valentina. Although they seem to have a happy marriage, Valentina feels herself culturally inferior because she is a high school ...",5.0,126,,,,,3.0,1.0
tt0082743,Mia moglie è una strega,Mia moglie è una strega,1980,1980-12-01,"Comedy, Fantasy, Romance",93,Italy,Italian,"Franco Castellano, Giuseppe Moccia","Franco Castellano, Franco Marotta",Capital Films,"Renato Pozzetto, Eleonora Giorgi, Lia Tanzi, Enrico Papa, Renzo Rinaldi, Stefano Varriale, Sandro Ghiani, Anna Cucinotta, Helmut Berger, Dino Fassio, Sveva Altieri, Raimondo Penne, Gianni Olivieri, Nando Paone, Geoffrey Copleston",A witch being condemned to burn to death by the Holy Inquisition makes a contract with the devil to be reborn in our times...,6.1,604,,,,,,
tt0082744,Midnight,Midnight,1982,1982-05-28,Horror,94,USA,English,John A. Russo,"John A. Russo, John A. Russo",Congregational Productions,"Melanie Verlin, Lawrence Tierney, John Hall, C. Anthony Jackson, Charles Jackson, Doris Hackney, Bob Johnson, Lachele Carl, David Marchick, Greg Besnak, John Amplas, Robin Walsh, Jackie Nicoll, Amy Brinton, Debra Smith","A young woman fleeing her sexually abusive stepfather hitches a ride with two young men, but the three soon find themselves at the mercy of a backwoods Satanic cult.",4.8,803,$ 75000,,,,44.0,26.0
tt0082747,Miele di donna,Miele di donna,1981,1981-05-25,Drama,85,"Italy, Spain","Italian, English",Gianfranco Angelucci,"Gianfranco Angelucci, Liliane Betti",Selecciones Huguet,"Clio Goldsmith, Catherine Spaak, Fernando Rey, Donatella Damiani, Nieves Navarro, Lino Troisi, Adriana Russo, Giuseppe Pennese, Francisca Fernández, Luc Merenda","The young, naive Annie enters a hotel to spend the night - without knowing that it's this special kind of hotel, that serves more than breakfast. Curiously she walks around and watches the ...",4.9,208,,,,,6.0,7.0
tt0082748,Pieces,Mil gritos tiene la noche,1982,1982-10-08,"Horror, Mystery, Thriller",85,Spain,"Spanish, English, Italian",Juan Piquer Simón,"Dick Randall, Roberto Loyola",Almena Films,"Christopher George, Lynda Day George, Frank Braña, Edmund Purdom, Ian Sera, Paul L. Smith, Jack Taylor, Gérard Tichy, May Heatherly, Hilda Fuchs, Roxana Nieto, Cristina Cottrelli, Leticia Marfil, Silvia Gambino, Carmen Aguado",The co-eds of a Boston college campus are targeted by a mysterious killer who is creating a human jigsaw puzzle from their body parts.,6.2,8274,$ 300000,$ 2032311,$ 2032311,,152.0,154.0
tt0082749,Mille miliardi di dollari,Mille milliards de dollars,1982,1982-02-10,"Drama, Crime, Thriller",132,France,"French, English, German",Henri Verneuil,Henri Verneuil,V. Films,"Patrick Dewaere, Mel Ferrer, Michel Auclair, Caroline Cellier, Charles Denner, Anny Duperey, Jeanne Moreau, Fernand Ledoux, Jean Mercure, Jean-Pierre Kalfon, Jean-Laurent Cochet, André Falcon, Jacques François, Claude Marcault, Jacques Maury",A young journalist stumbles across something much more sinister than a simple suicide in the death of a politician - the death seems to be an assassination contrived by an American ...,7.1,694,,,,,5.0,
tt0082752,Il minestrone,Il minestrone,1981,1981-05-02,"Comedy, Drama",104,Italy,Italian,Sergio Citti,"Sergio Citti, Vincenzo Cerami",RAI Radiotelevisione Italiana,"Roberto Benigni, Franco Citti, Ninetto Davoli, Daria Nicolodi, Fabio Traversa, Francesca Rinaldi, Olimpia Carlisi, Franco Javarone, Giorgio Gaber, Guerrino Crivello, Pietro De Silva, Giulio Farnese, Cristina Noci, Loris Zanchi, Antonino Faà di Bruno","Rome,1960.Four different people meet each other on Olympic games.They follow games and become friends talking about their sad lifes.",7.2,200,,,,,1.0,
tt0082755,Mis,Mis,1981,1981-05-04,Comedy,111,Poland,"Polish, English",Stanislaw Bareja,"Stanislaw Bareja, Stanislaw Tym","Zespol Filmowy ""Perspektywa""","Stanislaw Tym, Barbara Burska, Christine Paul, Krzysztof Kowalewski, Bronislaw Pawlik, Ewa Bem, Zofia Czerwinska, Cezary Julski, Marian Lacz, Stanislaw Mikulski, Wlodzimierz Nowak, Wojciech Pokora, Eugeniusz Priwieziencew, Eugeniusz Robaczewski, Hanna Skarzanka","The main character is the manager of a sport club, nicknamed ""Teddy Bear"" by his friends and acquaintances. One day he is detained at the border just as his sport team is off to a ...",8.2,5212,,,,,10.0,
tt0082758,Mistress of the Apes,Mistress of the Apes,1979,1982-02-26,Adventure,84,USA,English,Larry Buchanan,Larry Buchanan,,"Jenny Neumann, Barbara Leigh, Garth Pillsbury, Walt Robin, Stuart Lancaster, Mark Rhudy, Marius Mazmanian, Maida Belove, Barry Buchanan, Angela De Joseph, Blayne Dennis, Ric Drasin, Dennis Gable, Dale Kalberg, Sandra Kaye","The wife of a famous anthropologist is rushed to hospital in labor. At the same time, druggies raid the hospital looking for drugs, causing the baby to be stillborn. While recovering from ...",3.4,173,,,,,11.0,9.0
tt0082761,Mo deng bao biao,Mo deng bao biao,1981,1981-12-17,Comedy,90,Hong Kong,Cantonese,Michael Hui,"Michael Hui, Samuel Hui",Golden Harvest Company,"Michael Hui, Samuel Hui, Ricky Hui, Stanley Sui-Fan Fung, Marilyn Wong Cho-See, Sing Chen, Joe Junior, Ray Cordeiro, Sai Cheong Hui, Hoi Sang Lee, Tau Wan Yue, Kam-Bo Wong, Chun-Ying Cheung, Hark-Sun Lau, Man Huang","Chou Sai-Cheong. a bitter supervisor of a Hong Kong private security company, teaches unusual guard tactics to new recruits such as electric mats, parachuting off burning buildings and ...",7.0,355,,,,,3.0,4.0
tt0082762,Mo deng tian shi,Mo deng tian shi,1982,1982-04-08,"Comedy, Fantasy, Horror",88,Hong Kong,Cantonese,John Woo,"Kei Shu, Cheuk-Hon Szeto",Golden Harvest Company,"Pak-Cheung Chan, Paul Chun, Fat Chung, Stanley Sui-Fan Fung, Jade Hsu, Ricky Hui, Yun-Lung Li, Anders Nelsson, John Sham, Dean Shek","A shmo makes a deal with the devil so he can become a great Pop star just to impress his dream girl. After he makes the deal, a catholic priest hangs around him to try and convince him that...",5.4,110,,,,,3.0,3.0
tt0082763,Gelosissimamente... tuo,Modern Problems,1981,1981-12-25,"Comedy, Fantasy, Sci-Fi",93,USA,English,Ken Shapiro,"Ken Shapiro, Tom Sherohman",Twentieth Century Fox,"Chevy Chase, Patti D'Arbanville, Dabney Coleman, Mary Kay Place, Nell Carter, Brian Doyle-Murray, Mitch Kreindel, Arthur Sellers, Sandy Helberg, Neil Thompson, Carl Irwin, Ronald E. House, Buzzy Linhart, Henry Corden, Christine Nazareth","Jealous, harried air traffic controller Max Fiedler, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses not only to win her back, but to gain a little revenge.",5.1,4790,$ 8000000,$ 26154211,$ 26154211,27.0,50.0,16.0
tt0082764,Modern Romance,Modern Romance,1981,1981-03-13,"Comedy, Romance",93,USA,English,Albert Brooks,"Albert Brooks, Monica Mcgowan Johnson",Columbia Pictures,"Albert Brooks, Kathryn Harrold, Tyann Means, Bruno Kirby, Jane Hallaren, Karen Chandler, Dennis Kort, Bob Einstein, Virginia Feingold, Thelma Leeds, Candy Castillo, James L. Brooks, George Kennedy, Rick Beckner, Jerry Belson",Albert Brooks directs himself as a successful film editor with far too many issues that affects the relationship between him and his remarkably patient girlfriend.,7.0,3058,,$ 2863642,$ 2863642,,28.0,35.0
tt0082766,Mammina cara,Mommie Dearest,1981,1981-09-25,"Biography, Drama",129,USA,English,Frank Perry,"Christina Crawford, Frank Yablans",Paramount Pictures,"Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva, Mara Hobel, Rutanya Alda, Harry Goz, Michael Edwards, Jocelyn Brando, Priscilla Pointer, Joe Abdullah, Gary Allen, Selma Archerd, Adrian Aron, Xander Berkeley",The abusive and traumatic adoptive upbringing of,6.7,14035,$ 5000000,$ 19032261,$ 19032261,55.0,185.0,72.0
tt0082769,Misterio en la isla de los monstruos,Misterio en la isla de los monstruos,1981,1981-04-03,"Adventure, Comedy, Horror",100,Spain,"English, Spanish",Juan Piquer Simón,"Ron Gantman, Joaquín Grau",Almena Films,"Terence Stamp, Peter Cushing, Ian Sera, David Hatton, Gasphar Ipua, Blanca Estrada, Ana Obregón, Frank Braña, Paul Naschy, Gérard Tichy, Manuel Pereiro, Daniel Martín, Luis Barboo, Jorge Bosso, Ioshio Murakami",A young European boy living in San Francisco is reluctant to marry his long-term girlfriend because he wants to travel around the world first. His wealthy uncle agrees to send him on a ...,3.8,737,,,,,31.0,14.0
